OrderId,vehicleCode,modelId.name,SalesModel,vehicleColor.code,vehicleColor.name,description,,modelId.wrntyLimitationKm,etaDealer
502951,1003156,JAECOO7 PHEV Premium,T71604NCLMH0026,Carbon crystal black | Black,Carbon crystal black | Black,1003156 - JAECOO7 PHEV Premium Carbon Crystal Black | Black,,,2026-08-15T00:00:00.000Z
502959,1002790,OMODA9 PHEV Premium,T6480J1UELX0008,Matte Gray,Matte Gray,1002790 - OMODA9 PHEV Premium Matte Gray | Black 2025,,,2026-08-04T00:00:00.000Z
502976,1002836,OMODA9 PHEV Premium,T6480J1UELX0008,Matte Gray,Matte Gray,1002836 - OMODA9 PHEV Premium Matte Gray | Black 2025,,,2026-08-08T00:00:00.000Z
502977,1002737,OMODA9 PHEV Premium,T6480J1CMLX0008,Carbon crystal black | Black,Carbon crystal black | Black,1002737 - OMODA9 PHEV Premium Carbon Crystal Black | Black 2025,,,2026-08-09T00:00:00.000Z
502995,1004912,OMODA5 HEV Premium (T71506J##MH0002),T71506JNLMH0002,Blood red,Blood red,1004912 - OMODA5 HEV Premium Blood red | Black 2025,,,2026-08-10T00:00:00.000Z
503004,1004631,OMODA5 HEV Premium,T71506JZEMH0009,Carbon crystal black & Khaki white,Carbon crystal black & Khaki white,1004631 - OMODA5 HEV Premium Carbon crystal black & Khaki white | Black,,,2026-10-16T00:00:00.000Z
503007,1003340,OMODA9 PHEV Premium,T6480J1CMLX0008,Carbon crystal black | Black,Carbon crystal black | Black,1003340 - OMODA9 PHEV Premium Carbon Crystal Black | Black 2025,,,2026-08-09T00:00:00.000Z
503011,1003289,OMODA9 PHEV Premium,T6480J1CMLX0008,Carbon crystal black | Black,Carbon crystal black | Black,1003289 - OMODA9 PHEV Premium Carbon Crystal Black | Black 2025,,,2026-07-25T00:00:00.000Z
503012,1005192,OMODA9 PHEV Premium,T6480J1BXLX0008,Khaki white,Khaki white,1005192 - OMODA9 PHEV Premium Khaki White | Black 2025,,,2026-08-31T00:00:00.000Z
503017,1004467,JAECOO7 PHEV Premium,T71604NCLMH0031,Carbon crystal black,Carbon crystal black,1004467 - JAECOO7 PHEV Premium Carbon Crystal Black | Black 2025,,,2026-10-16T00:00:00.000Z
503029,1004586,OMODA5 HEV Premium,T71506JGVMH0009,Phantom gray,Phantom gray,1004586 - OMODA5 HEV Premium Phantom Gray | Black,,,2026-10-16T00:00:00.000Z
503032,1004564,JAECOO7 PHEV Premium,T71604NZNMH0031,Carbon crystal black & Moonlight silver,Carbon crystal black & Moonlight silver,1004564 - JAECOO7 PHEV Premium Carbon crystal black & Moonlight silver | Black 2025,,,2026-10-31T00:00:00.000Z
503038,1003305,OMODA9 PHEV Premium,T6480J1CMLX0008,Carbon crystal black | Black,Carbon crystal black | Black,1003305 - OMODA9 PHEV Premium Carbon Crystal Black | Black 2025,,,2026-07-31T00:00:00.000Z
503041,1003477,OMODA5 HEV Premium,T71506JCLMH0009,Carbon crystal black | Black,Carbon crystal black | Black,1003477 - OMODA5 HEV Premium Carbon Crystal Black | Black,,,2026-10-08T00:00:00.000Z
503042,1004581,OMODA5 HEV Premium,T71506JGVMH0009,Phantom gray,Phantom gray,1004581 - OMODA5 HEV Premium Phantom Gray | Black,,,2026-10-08T00:00:00.000Z
503049,1003970,OMODA5 HEV Premium,T71506JCLMH0009,Carbon crystal black,Carbon crystal black,1003970 - OMODA5 HEV Premium Carbon Crystal Black | Black,,,2026-09-27T00:00:00.000Z
503057,1004666,OMODA5 HEV Premium,T71506JX4MH0009,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,1004666 - OMODA5 HEV Premium Carbon crystal black & Aviation Silver | Black,,,2026-10-24T00:00:00.000Z
503059,1004612,OMODA5 HEV Premium,T71506JCLMH0009,Carbon crystal black,Carbon crystal black,1004612 - OMODA5 HEV Premium Carbon Crystal Black | Black,,,2026-10-17T00:00:00.000Z
503061,1004678,OMODA5 HEV Premium,T71506JX4MH0009,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,1004678 - OMODA5 HEV Premium Carbon crystal black & Aviation Silver | Black,,,2026-10-31T00:00:00.000Z
503062,1004607,OMODA5 HEV Premium,T71506JCLMH0009,Carbon crystal black,Carbon crystal black,1004607 - OMODA5 HEV Premium Carbon Crystal Black | Black,,,2026-10-16T00:00:00.000Z
503063,1004482,JAECOO7 PHEV Premium,T71604NCLMH0031,Carbon crystal black,Carbon crystal black,1004482 - JAECOO7 PHEV Premium Carbon Crystal Black | Black 2025,,,2026-11-07T00:00:00.000Z
503067,1004664,OMODA5 HEV Premium,T71506JX4MH0009,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,1004664 - OMODA5 HEV Premium Carbon crystal black & Aviation Silver | Black,,,2026-10-16T00:00:00.000Z
503069,1005111,OMODA9 PHEV Premium,T6480J1BXLX0008,Khaki white,Khaki white,1005111 - OMODA9 PHEV Premium Khaki White | Black 2025,,,2026-08-16T00:00:00.000Z
503076,1004585,OMODA5 HEV Premium,T71506JGVMH0009,Phantom gray,Phantom gray,1004585 - OMODA5 HEV Premium Phantom Gray | Black,,,2026-10-16T00:00:00.000Z
503081,1003503,OMODA5 HEV Premium,T71506JCLMH0009,Carbon crystal black | Black,Carbon crystal black | Black,1003503 - OMODA5 HEV Premium Carbon Crystal Black | Black,,,2026-10-10T00:00:00.000Z
503082,1001772,JAECOO7 PHEV Premium,T71604NZNMH0016,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,1001772 - JAECOO7 PHEV Premium Carbon crystal black & Moonlight silver | Black 2025,,,2026-07-06T00:00:00.000Z
503105,1004540,JAECOO7 PHEV Premium,T71604NKUMH0031,Moonlight silver,Moonlight silver,1004540 - JAECOO7 PHEV Premium Moonlight Silver | Black 2025,,,2026-10-31T00:00:00.000Z
503107,1004568,JAECOO7 PHEV Premium,T71604NZNMH0031,Carbon crystal black & Moonlight silver,Carbon crystal black & Moonlight silver,1004568 - JAECOO7 PHEV Premium Carbon crystal black & Moonlight silver | Black 2025,,,2026-10-16T00:00:00.000Z
503115,1005199,OMODA9 PHEV Premium,T6480J1CMLX0008,Carbon crystal black,Carbon crystal black,1005199 - OMODA9 PHEV Premium Carbon Crystal Black | Black 2025,,,2026-08-16T00:00:00.000Z
503117,1005088,OMODA9 PHEV Premium,T6480J1CMLX0008,Carbon crystal black,Carbon crystal black,1005088 - OMODA9 PHEV Premium Carbon Crystal Black | Black 2025,,,2026-08-16T00:00:00.000Z
503122,1004307,OMODA9 PHEV Premium,T6480J1BXLX0018,Khaki white,Khaki white,1004307 - OMODA9 PHEV Premium Khaki White | Black 2025,,,2026-08-25T00:00:00.000Z
503133,1004734,OMODA9 PHEV Premium,T6480J1BXLX0018,Khaki white,Khaki white,1004734 - OMODA9 PHEV Premium Khaki White | Black 2025,,,2026-10-25T00:00:00.000Z
503187,1004156,JAECOO7 PHEV Premium,T71604NCLMH0026,Carbon crystal black,Carbon crystal black,1004156 - JAECOO7 PHEV Premium Carbon Crystal Black | Black,,,2026-09-26T00:00:00.000Z
503189,1003721,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NZKMH0016,Carbon crystal black & Olive gray,Carbon crystal black & Olive gray,1003721 - JAECOO7 PHEV Premium Carbon crystal black & Olive gray | Black 2025,,,2026-07-01T00:00:00.000Z
503204,1003652,OMODA5 HEV Premium,T71506JX4MH0009,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,1003652 - OMODA5 HEV Premium Carbon crystal black & Aviation Silver | Black,,,2026-10-11T00:00:00.000Z
503211,1004992,OMODA5 HEV Premium (T71506J##MH0002),T71506JNLMH0002,Blood red,Blood red,1004992 - OMODA5 HEV Premium Blood red | Black 2025,,,2026-08-10T00:00:00.000Z
503221,1004772,OMODA9 PHEV Premium,T6480J1GXLX0018,Tech Gray,Tech Gray,1004772 - OMODA9 PHEV Premium Tech Gray | Black 2025,,,2026-10-31T00:00:00.000Z
503222,1002367,OMODA5 HEV Premium (T71506J##MH0002),T71506JBWMH0002,Khaki white | Black,Khaki white | Black,1002367 - OMODA5 HEV Premium Khaki white | Black 2025,,,2026-08-11T00:00:00.000Z
503227,1004610,OMODA5 HEV Premium,T71506JCLMH0009,Carbon crystal black,Carbon crystal black,1004610 - OMODA5 HEV Premium Carbon Crystal Black | Black,,,2026-11-01T00:00:00.000Z
503230,1003444,OMODA5 HEV Premium,T71506JCLMH0009,Carbon crystal black | Black,Carbon crystal black | Black,1003444 - OMODA5 HEV Premium Carbon Crystal Black | Black,,,2026-09-28T00:00:00.000Z
503238,1005174,OMODA9 PHEV Premium,T6480J1BXLX0008,Khaki white,Khaki white,1005174 - OMODA9 PHEV Premium Khaki White | Black 2025,,,2026-08-16T00:00:00.000Z
503245,1004843,OMODA9 PHEV Premium,T6480J1CMLX0018,Carbon crystal black | Black,Carbon crystal black | Black,1004843 - OMODA9 PHEV Premium Carbon crystal black | Black 2025,,,2026-10-31T00:00:00.000Z
503268,1003712,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NKUMH0016,Moonlight silver,Moonlight silver,1003712 - JAECOO7 PHEV Premium Moonlight silver | Black 2025,,,2026-07-01T00:00:00.000Z
503278,1005195,OMODA9 PHEV Premium,T6480J1CMLX0008,Carbon crystal black,Carbon crystal black,1005195 - OMODA9 PHEV Premium Carbon Crystal Black | Black 2025,,,2026-08-16T00:00:00.000Z
503288,1003474,OMODA5 HEV Premium,T71506JCLMH0009,Carbon crystal black | Black,Carbon crystal black | Black,1003474 - OMODA5 HEV Premium Carbon Crystal Black | Black,,,2026-10-04T00:00:00.000Z
503290,1003592,OMODA5 HEV Premium,T71506JX4MH0009,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,1003592 - OMODA5 HEV Premium Carbon crystal black & Aviation Silver | Black,,,2026-10-04T00:00:00.000Z
