_id,vehicleCode,vin,modelId.code,modelId.name,SalesModel,inventoryStatus,inv status label,vehicleColor.code,vehicleColor.name,status.code,status.name,description,,availableBy,modelId.wrntyLimitationKm
6a313ce0a00a55a2593da324,1004116,LNNBBDEEXTC168235,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NBWMH0026,7,Sea Transit,Khaki white,Khaki white,2,Available For Sale ,1004116 - JAECOO7 PHEV Premium Khaki White | Black,,2026-09-14T12:00:00.000Z,
69c41121ca64fce94820e5d8,1002642,LVVDD21B1TC140830,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXCLMQ0001,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1002642 - JAECOO7 ICE 4WD Premium Carbon crystal black | black 2025,,2026-08-03T00:00:00.000Z,
69d8b6fe5a5632c69aff8fbe,1003108,LNNBBDEEXTC140550,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NCLMH0026,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1003108 - JAECOO7 PHEV Premium Carbon Crystal Black | Black,,2026-08-03T00:00:00.000Z,
69c4101dca64fce94820e07f,1002530,LVVDD21B8TC140677,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium (T5260CXXXMQ0001),T5260CXBWMQ0001,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,8,Dealer Delivered,1002530 - JAECOO7 ICE 4WD Premium Khaki white | black 2025,,2026-08-03T00:00:00.000Z,
69c411bdca64fce94820e9d0,1002717,LVVDD21B3TC140859,T5260CXXXMQ0001,JAECOO7 ICE 4WD Premium,T5260CXZNMQ0001,15,Dealer Vehicle,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,8,Dealer Delivered,1002717 - JAECOO7 ICE 4WD Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-08-03T00:00:00.000Z,
69d8a17f5a5632c69aff613d,1002885,LVUGTBHD9TD228479,T71506JXXMH0011,OMODA5 HEV Comfort,T71506JGVMH0011,1,Bonded,Phantom gray | Black,Phantom gray | Black,5,Dealer Reservation,1002885 - OMODA5 HEV Comfort Phantom gray | Black,,2026-08-03T00:00:00.000Z,
69f89c1a85fdf213c2da632a,1003406,LVUGTBHD4TD248459,T71506JXXMH0009,OMODA5 HEV Premium,T71506JGVMH0009,7,Sea Transit,Phantom gray | Black,Phantom gray | Black,7,Dealer Order Confirmation,1003406 - OMODA5 HEV Premium Phantom Gray | Black,,2026-09-22T00:00:00.000Z,
6a313d38a00a55a2593da626,1004149,LNNBBDEE1TC168303,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NBWMH0026,7,Sea Transit,Khaki white,Khaki white,2,Available For Sale ,1004149 - JAECOO7 PHEV Premium Khaki White | Black,,2026-09-14T12:00:00.000Z,
69f865d685fdf213c2d9cec1,1003329,LNNBDDEH5TG036769,T6480J1XXLX0008,OMODA9 PHEV Premium,T6480J1CMLX0008,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,13,Registered Vehicle,1003329 - OMODA9 PHEV Premium Carbon Crystal Black | Black 2025,,2026-08-03T00:00:00.000Z,
6a1879b01431ad7a8e48bc5f,1003832,LNNBBDEE5TC033339,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NKUMH0016,15,Dealer Vehicle,Moonlight silver,Moonlight silver,8,Dealer Delivered,1003832 - JAECOO7 PHEV Premium Moonlight silver | Black 2025,,2026-06-10T12:00:00.000Z,
69f89c1a85fdf213c2da635a,1003409,LVUGTBHD4TD248431,T71506JXXMH0009,OMODA5 HEV Premium,T71506JGVMH0009,7,Sea Transit,Phantom gray | Black,Phantom gray | Black,7,Dealer Order Confirmation,1003409 - OMODA5 HEV Premium Phantom Gray | Black,,2026-09-22T00:00:00.000Z,
6a313d06a00a55a2593da4ec,1004133,LNNBBDEE4TC168196,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NBWMH0026,7,Sea Transit,Khaki white,Khaki white,2,Available For Sale ,1004133 - JAECOO7 PHEV Premium Khaki White | Black,,2026-09-14T12:00:00.000Z,
69f89c1a85fdf213c2da633c,1003408,LVUGTBHD5TD244758,T71506JXXMH0009,OMODA5 HEV Premium,T71506JGVMH0009,7,Sea Transit,Phantom gray | Black,Phantom gray | Black,7,Dealer Order Confirmation,1003408 - OMODA5 HEV Premium Phantom Gray | Black,,2026-09-22T00:00:00.000Z,
6a7cc35fa29dbf4c4578f4c3,1005081,LNNBDDEH4TG034074,T6480J1XXLX0008,OMODA9 PHEV Premium,T6480J1BXLX0008,1,Bonded,Khaki white,Khaki white,7,Dealer Order Confirmation,1005081 - OMODA9 PHEV Premium Khaki White | Black 2025,,2026-08-09T12:00:00.000Z,
6a7cca52a29dbf4c45799efc,1005172,LNNBDDEH9TG034071,T6480J1XXLX0008,OMODA9 PHEV Premium,T6480J1BXLX0008,1,Bonded,Khaki white,Khaki white,2,Available For Sale ,1005172 - OMODA9 PHEV Premium Khaki White | Black 2025,,2026-08-09T12:00:00.000Z,
6a7cc26ea29dbf4c4578dc59,1005070,LNNBDDEH3TG034129,T6480J1XXLX0008,OMODA9 PHEV Premium,T6480J1CMLX0008,1,Bonded,Carbon crystal black,Carbon crystal black,7,Dealer Order Confirmation,1005070 - OMODA9 PHEV Premium Carbon Crystal Black | Black 2025,,2026-08-09T12:00:00.000Z,
6a7cbe53a29dbf4c457870bb,1005017,LNNBDDEH0TG034203,T6480J1XXLX0008,OMODA9 PHEV Premium,T6480J1CMLX0008,1,Bonded,Carbon crystal black,Carbon crystal black,7,Dealer Order Confirmation,1005017 - OMODA9 PHEV Premium Carbon Crystal Black | Black 2025,,2026-08-09T12:00:00.000Z,
69d8a93f5a5632c69aff75d5,1003028,LVUGTBHD0TD226281,T71506JXXMH0009,OMODA5 HEV Premium,T71506JCLMH0009,15,Dealer Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,8,Dealer Delivered,1003028 - OMODA5 HEV Premium Carbon Crystal Black | Black,,2026-08-03T00:00:00.000Z,
6a53a2faa32c64f37c5a969d,1004561,82000027-T71604NZNMH0031-16,T71604NXXMH0031,JAECOO7 PHEV Premium,T71604NZNMH0031,13,Future Vehicle,Carbon crystal black & Moonlight silver,Carbon crystal black & Moonlight silver,2,Available For Sale ,1004561 - JAECOO7 PHEV Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-10-10T12:00:00.000Z,
69d7b4f55a5632c69aff2f88,1002872,LNNBDDEH1TG033044,T6480J1XXLX0012,OMODA9 PHEV Premium,T6480J1CPLX0012,15,Dealer Vehicle,Black,Black,8,Dealer Delivered,1002872 - OMODA9 PHEV Premium Black | Black 2025,,2026-07-24T00:00:00.000Z,
6a3aaaa4cb996d4617c6bac0,1004282,LNNBDDEH8TG042243,T6480J1XXLX0018,OMODA9 PHEV Premium,T6480J1BXLX0018,7,Sea Transit,Khaki white,Khaki white,7,Dealer Order Confirmation,1004282 - OMODA9 PHEV Premium Khaki White | Black 2025,,2026-09-14T12:00:00.000Z,
69f89c1a85fdf213c2da634e,1003394,LVUGTBHD5TD248468,T71506JXXMH0009,OMODA5 HEV Premium,T71506JGVMH0009,7,Sea Transit,Phantom gray | Black,Phantom gray | Black,7,Dealer Order Confirmation,1003394 - OMODA5 HEV Premium Phantom Gray | Black,,2026-09-22T00:00:00.000Z,
69f89c1a85fdf213c2da6312,1003391,LVUGTBHD6TD248463,T71506JXXMH0009,OMODA5 HEV Premium,T71506JGVMH0009,7,Sea Transit,Phantom gray | Black,Phantom gray | Black,7,Dealer Order Confirmation,1003391 - OMODA5 HEV Premium Phantom Gray | Black,,2026-09-22T00:00:00.000Z,
69f89c1a85fdf213c2da631e,1003390,LVUGTBHD6TD244784,T71506JXXMH0009,OMODA5 HEV Premium,T71506JGVMH0009,7,Sea Transit,Phantom gray | Black,Phantom gray | Black,7,Dealer Order Confirmation,1003390 - OMODA5 HEV Premium Phantom Gray | Black,,2026-09-22T00:00:00.000Z,
6a1878f81431ad7a8e48a86b,1003801,LNNBBDEE4TC033249,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NZKMH0016,15,Dealer Vehicle,Carbon crystal black & Olive gray,Carbon crystal black & Olive gray,8,Dealer Delivered,1003801 - JAECOO7 PHEV Premium Carbon crystal black & Olive gray | Black 2025,,2026-06-10T12:00:00.000Z,
69f89c1a85fdf213c2da6318,1003393,LVUGTBHD6TD248446,T71506JXXMH0009,OMODA5 HEV Premium,T71506JGVMH0009,7,Sea Transit,Phantom gray | Black,Phantom gray | Black,7,Dealer Order Confirmation,1003393 - OMODA5 HEV Premium Phantom Gray | Black,,2026-09-22T00:00:00.000Z,
69d8b7445a5632c69aff9170,1003114,LNNBBDEE8TC140479,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NCLMH0026,9,PDI,Carbon crystal black | Black,Carbon crystal black | Black,7,Dealer Order Confirmation,1003114 - JAECOO7 PHEV Premium Carbon Crystal Black | Black,,2026-08-03T00:00:00.000Z,
69f89c1a85fdf213c2da630c,1003386,LVUGTBHD7TD244759,T71506JXXMH0009,OMODA5 HEV Premium,T71506JGVMH0009,7,Sea Transit,Phantom gray | Black,Phantom gray | Black,7,Dealer Order Confirmation,1003386 - OMODA5 HEV Premium Phantom Gray | Black,,2026-09-22T00:00:00.000Z,
6a53c8f1a32c64f37c5ae31d,1004832,82000030-T6480J1CMLX0018-26,T6480J1XXLX0018,OMODA9 PHEV Premium,T6480J1CMLX0018,13,Future Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,7,Dealer Order Confirmation,1004832 - OMODA9 PHEV Premium Carbon crystal black | Black 2025,,2026-10-10T12:00:00.000Z,
6a313d95a00a55a2593da9b6,1004199,LNNBBDEE4TC168070,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NCLMH0026,7,Sea Transit,Carbon crystal black,Carbon crystal black,2,Available For Sale ,1004199 - JAECOO7 PHEV Premium Carbon Crystal Black | Black,,2026-09-14T12:00:00.000Z,
69d8b7cd5a5632c69aff94a8,1003168,LNNBBDEE6TC140576,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NKUMH0026,1,Bonded,Moonlight silver | Black,Moonlight silver | Black,2,Available For Sale ,1003168 - JAECOO7 PHEV Premium Moonlight silver | Black,,2026-08-03T00:00:00.000Z,
6a53c8f1a32c64f37c5ae329,1004834,82000030-T6480J1CMLX0018-28,T6480J1XXLX0018,OMODA9 PHEV Premium,T6480J1CMLX0018,13,Future Vehicle,Carbon crystal black | Black,Carbon crystal black | Black,2,Available For Sale ,1004834 - OMODA9 PHEV Premium Carbon crystal black | Black 2025,,2026-10-10T12:00:00.000Z,
6a1877611431ad7a8e487c97,1003735,LNNBBDEE2TC033170,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NCLMH0016,1,Bonded,Carbon crystal black,Carbon crystal black,2,Available For Sale ,1003735 - JAECOO7 PHEV Premium Carbon crystal black | Black 2025,,2026-06-10T12:00:00.000Z,
69d8a20f5a5632c69aff648b,1002940,LVUGTBHD2TD228517,T71506JXXMH0011,OMODA5 HEV Comfort,T71506JKXMH0011,15,Dealer Vehicle,Aviation silver | Black,Aviation silver | Black,8,Dealer Delivered,1002940 - OMODA5 HEV Comfort Aviation silver | Black,,2026-08-03T00:00:00.000Z,
69f89be985fdf213c2da61d6,1003385,LVUGTBHD8TD244754,T71506JXXMH0009,OMODA5 HEV Premium,T71506JGVMH0009,7,Sea Transit,Phantom gray | Black,Phantom gray | Black,7,Dealer Order Confirmation,1003385 - OMODA5 HEV Premium Phantom Gray | Black,,2026-09-22T00:00:00.000Z,
6a313db9a00a55a2593dac0f,1004240,LNNBBDEE3TC168156,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NZKMH0026,7,Sea Transit,Carbon crystal black & Olive gray,Carbon crystal black & Olive gray,2,Available For Sale ,1004240 - JAECOO7 PHEV Premium Carbon crystal black & Olive gray | Black,,2026-09-14T12:00:00.000Z,
69d8b6fe5a5632c69aff8fa5,1003109,LNNBBDEE3TC140468,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NBWMH0026,9,PDI,Khaki white | Black,Khaki white | Black,7,Dealer Order Confirmation,1003109 - JAECOO7 PHEV Premium Khaki White | Black,,2026-08-03T00:00:00.000Z,
69d8b8505a5632c69aff9827,1003213,LNNBBDEE9TC140376,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NZKMH0026,9,PDI,Carbon crystal black & Olive gray | Black,Carbon crystal black & Olive gray | Black,7,Dealer Order Confirmation,1003213 - JAECOO7 PHEV Premium Carbon crystal black & Olive gray | Black,,2026-08-03T00:00:00.000Z,
69d8b6fd5a5632c69aff8f50,1003102,LNNBBDEE8TC140465,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NBWMH0026,9,PDI,Khaki white | Black,Khaki white | Black,7,Dealer Order Confirmation,1003102 - JAECOO7 PHEV Premium Khaki White | Black,,2026-08-03T00:00:00.000Z,
69f89ed485fdf213c2da76ba,1003647,LVUGTBHD0TD247566,T71506JXXMH0009,OMODA5 HEV Premium,T71506JX4MH0009,7,Sea Transit,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,7,Dealer Order Confirmation,1003647 - OMODA5 HEV Premium Carbon crystal black & Aviation Silver | Black,,2026-09-22T00:00:00.000Z,
6926ee407b2a020012b04b93,1000653,LNNBBDEE8TC046103,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NBWMH0016,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,8,Dealer Delivered,1000653 - JAECOO7 PHEV Premium Khaki white | Black 2025,,2026-02-15T00:00:00.000Z,
69c3eed8ca64fce9482076ab,1002109,LNNBBDEE5TC044504,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NZKMH0016,1,Bonded,Carbon crystal black & Olive gray | Black,Carbon crystal black & Olive gray | Black,5,Dealer Reservation,1002109 - JAECOO7 PHEV Premium Carbon crystal black & Olive gray | Black 2025,,2026-05-19T12:00:00.000Z,
69d8b7cc5a5632c69aff9464,1003183,LNNBBDEE8TC140563,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NKUMH0026,9,PDI,Moonlight silver | Black,Moonlight silver | Black,7,Dealer Order Confirmation,1003183 - JAECOO7 PHEV Premium Moonlight silver | Black,,2026-08-03T00:00:00.000Z,
69f89ed485fdf213c2da76d8,1003642,LVUGTBHD1TD248421,T71506JXXMH0009,OMODA5 HEV Premium,T71506JX4MH0009,7,Sea Transit,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,7,Dealer Order Confirmation,1003642 - OMODA5 HEV Premium Carbon crystal black & Aviation Silver | Black,,2026-09-22T00:00:00.000Z,
69f89e9b85fdf213c2da7525,1003631,LVUGTBHD4TD247568,T71506JXXMH0009,OMODA5 HEV Premium,T71506JX4MH0009,7,Sea Transit,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,7,Dealer Order Confirmation,1003631 - OMODA5 HEV Premium Carbon crystal black & Aviation Silver | Black,,2026-09-22T00:00:00.000Z,
69d7b4245a5632c69aff29cc,1002782,LNNBDDEH7TG032836,T6480J1XXLX0008,OMODA9 PHEV Premium,T6480J1UELX0008,9,PDI,Matte Gray,Matte Gray,7,Dealer Order Confirmation,1002782 - OMODA9 PHEV Premium Matte Gray | Black 2025,,2026-07-24T00:00:00.000Z,
69f89ed485fdf213c2da7696,1003656,LVUGTBHD1TD248662,T71506JXXMH0009,OMODA5 HEV Premium,T71506JX4MH0009,7,Sea Transit,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,7,Dealer Order Confirmation,1003656 - OMODA5 HEV Premium Carbon crystal black & Aviation Silver | Black,,2026-09-22T00:00:00.000Z,
69d8b7445a5632c69aff917f,1003127,LNNBBDEE8TC140546,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NCLMH0026,9,PDI,Carbon crystal black | Black,Carbon crystal black | Black,7,Dealer Order Confirmation,1003127 - JAECOO7 PHEV Premium Carbon Crystal Black | Black,,2026-08-03T00:00:00.000Z,
69c3ed80ca64fce94820700a,1001978,LNNBBDEEXTC046815,T71604NXXMH0016,JAECOO7 PHEV Premium,T71604NZNMH0016,1,Bonded,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,2,Available For Sale,1001978 - JAECOO7 PHEV Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-05-19T12:00:00.000Z,
69afe1c0f5d81100136fb940,1001149,LNNBBDEE2TC076049,T71604NXXMH0016,JAECOO7 PHEV Premium (T71604NXXMH0016),T71604NBWMH0016,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,13,Registered Vehicle,1001149 - JAECOO7 PHEV Premium Khaki white | Black 2025,,2026-03-05T00:00:00.000Z,
69c3ed80ca64fce94820703d,1001986,LNNBBDEE9TC045980,T71604NXXMH0016,JAECOO7 PHEV Premium,T71604NZNMH0016,1,Bonded,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,2,Available For Sale,1001986 - JAECOO7 PHEV Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-05-19T12:00:00.000Z,
69d8b79a5a5632c69aff92fb,1003141,LNNBBDEE1TC140551,T71604NXXMH0026,JAECOO7 PHEV Premium,T71604NCLMH0026,9,PDI,Carbon crystal black | Black,Carbon crystal black | Black,7,Dealer Order Confirmation,1003141 - JAECOO7 PHEV Premium Carbon Crystal Black | Black,,2026-08-03T00:00:00.000Z,
69f89e9b85fdf213c2da7531,1003615,LVUGTBHD4TD248672,T71506JXXMH0009,OMODA5 HEV Premium,T71506JX4MH0009,7,Sea Transit,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,7,Dealer Order Confirmation,1003615 - OMODA5 HEV Premium Carbon crystal black & Aviation Silver | Black,,2026-09-22T00:00:00.000Z,
6926efb87b2a020012b04c10,1000778,LNNBBDEE6TC045810,T71604NXXMH0017,JAECOO7 PHEV Comfort (T71604NXXMH0017),T71604NBWMH0017,15,Dealer Vehicle,Khaki white | Black,Khaki white | Black,5,Dealer Reservation,1000778 - JAECOO7 PHEV Comfort Khaki white | Black 2025,,2026-02-15T00:00:00.000Z,
69f89e6985fdf213c2da73d7,1003601,LVUGTBHD7TD248665,T71506JXXMH0009,OMODA5 HEV Premium,T71506JX4MH0009,7,Sea Transit,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,7,Dealer Order Confirmation,1003601 - OMODA5 HEV Premium Carbon crystal black & Aviation Silver | Black,,2026-09-22T00:00:00.000Z,
6926efd57b2a020012b04c18,1000786,LNNBBDEE8TC045811,T71604NXXMH0017,JAECOO7 PHEV Comfort (T71604NXXMH0017),T71604NBWMH0017,9,PDI,Khaki white | Black,Khaki white | Black,5,Dealer Reservation,1000786 - JAECOO7 PHEV Comfort Khaki white | Black 2025,,2026-02-15T00:00:00.000Z,
69f89e6885fdf213c2da7383,1003594,LVUGTBHD8TD248710,T71506JXXMH0009,OMODA5 HEV Premium,T71506JX4MH0009,7,Sea Transit,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,7,Dealer Order Confirmation,1003594 - OMODA5 HEV Premium Carbon crystal black & Aviation Silver | Black,,2026-09-22T00:00:00.000Z,
69d8a1805a5632c69aff6174,1002887,LVUGTBHD7TD228478,T71506JXXMH0011,OMODA5 HEV Comfort,T71506JGVMH0011,1,Bonded,Phantom gray | Black,Phantom gray | Black,5,Dealer Reservation,1002887 - OMODA5 HEV Comfort Phantom gray | Black,,2026-08-03T00:00:00.000Z,
691b8ea7fb34310012825fe4,1000149,LNNBBDEEXSC221644,T71604NXXMH0011,JAECOO7 PHEV Premium (T71604NXXMH0011),T71604NZNMH0011,15,Dealer Vehicle,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,8,Dealer Delivered,1000149 - JAECOO7 PHEV Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-01-20T00:00:00.000Z,
69f89e0385fdf213c2da7209,1003579,LVUGTBHD0TD244022,T71506JXXMH0009,OMODA5 HEV Premium,T71506JZEMH0009,7,Sea Transit,Carbon crystal black & Khaki white,Carbon crystal black & Khaki white,7,Dealer Order Confirmation,1003579 - OMODA5 HEV Premium Carbon crystal black & Khaki white | Black,,2026-09-22T00:00:00.000Z,
6a666580a29dbf4c4563dc90,1004964,LVUGTBHD0TD199244,T71506JXXMH0002,OMODA5 HEV Premium (T71506J##MH0002),T71506JX4MH0002,1,Bonded,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,7,Dealer Order Confirmation,1004964 - OMODA5 HEV Premium Carbon crystal black & Aviation silver | Black 2025,,2026-08-20T12:00:00.000Z,
69f89e0385fdf213c2da71eb,1003561,LVUGTBHD1TD244045,T71506JXXMH0009,OMODA5 HEV Premium,T71506JZEMH0009,7,Sea Transit,Carbon crystal black & Khaki white,Carbon crystal black & Khaki white,7,Dealer Order Confirmation,1003561 - OMODA5 HEV Premium Carbon crystal black & Khaki white | Black,,2026-09-22T00:00:00.000Z,
69f89e0385fdf213c2da71cd,1003566,LVUGTBHD2TD244037,T71506JXXMH0009,OMODA5 HEV Premium,T71506JZEMH0009,7,Sea Transit,Carbon crystal black & Khaki white,Carbon crystal black & Khaki white,7,Dealer Order Confirmation,1003566 - OMODA5 HEV Premium Carbon crystal black & Khaki white | Black,,2026-09-22T00:00:00.000Z,
69c40310ca64fce94820bb95,1002374,LVUGTBHD8TD197015,T71506JXXMH0002,OMODA5 HEV Premium (T71506J##MH0002),T71506JX4MH0002,15,Dealer Vehicle,Carbon crystal black & Aviation silver | Black,Carbon crystal black & Aviation silver | Black,13,Registered Vehicle,1002374 - OMODA5 HEV Premium Carbon crystal black & Aviation silver | Black 2025,,2026-05-15T12:00:00.000Z,
6a6665e0a29dbf4c4563e426,1004967,LVUGTBHD1TD196059,T71506JXXMH0002,OMODA5 HEV Premium (T71506J##MH0002),T71506JX4MH0002,1,Bonded,Carbon crystal black & Aviation silver,Carbon crystal black & Aviation silver,7,Dealer Order Confirmation,1004967 - OMODA5 HEV Premium Carbon crystal black & Aviation silver | Black 2025,,2026-08-20T12:00:00.000Z,
6a2aa4e91431ad7a8e516fb9,1003913,LVUGTBHD1TD267745,T71506JXXMH0009,OMODA5 HEV Premium,T71506JGVMH0009,7,Sea Transit,Phantom gray,Phantom gray,2,Available For Sale ,1003913 - OMODA5 HEV Premium Phantom Gray | Black,,2026-09-14T12:00:00.000Z,
691b8e98fb34310012825fdc,1000141,LNNBBDEE9SC222381,T71604NXXMH0011,JAECOO7 PHEV Premium (T71604NXXMH0011),T71604NZNMH0011,15,Dealer Vehicle,Carbon crystal black & Moonlight silver | Black,Carbon crystal black & Moonlight silver | Black,8,Dealer Delivered,1000141 - JAECOO7 PHEV Premium Carbon crystal black & Moonlight silver | Black 2025,,2026-01-20T00:00:00.000Z,
69f89dae85fdf213c2da6fc5,1003551,LVUGTBHD4TD244041,T71506JXXMH0009,OMODA5 HEV Premium,T71506JZEMH0009,7,Sea Transit,Carbon crystal black & Khaki white,Carbon crystal black & Khaki white,7,Dealer Order Confirmation,1003551 - OMODA5 HEV Premium Carbon crystal black & Khaki white | Black,,2026-09-22T00:00:00.000Z,
